area_avg|Área 1|50011.87
area_avg|Área 2|50077.08
last_name_max|Barberi|Ajua Barberi|99989.44
last_name_max|Barberio|Alohi Barberio|99871.99
last_name_max|Barbetta|Aaniyah Barbetta|99980.49
last_name_max|Barbier|Adaline Barbier|99863.17
last_name_max|Barbieri|Aimia Barbieri|99943.32
last_name_max|Barbin|Aimond Barbin|99976.43
last_name_max|Barbo|Alaysieh Barbo|99990.41
last_name_max|Barbone|Altheda Barbone|99823.46
last_name_max|Barbosa|Aemilius Barbosa|99946.78
last_name_max|Barboza|Alisson Barboza|99869.49
last_name_max|Barbuto|Agethe Barbuto|99889.06
last_name_max|Barcellona|Aliyeh Barcellona|99965.52
last_name_max|Barcelos|Allyce Barcelos|99935.52
last_name_max|Barco|Alizee Barco|99865.58
last_name_max|Bard|Alisen Bard|99885.72
last_name_max|Bardes|Adron Bardes|99904.88
last_name_max|Bardi|Ailsa Bardi|99776.81
last_name_max|Bardin|Abegayle Bardin|99990.33
last_name_max|Bardo|Aliedik Bardo|99931.58
last_name_max|Bardon|Achill Bardon|99991.21
last_name_max|Bardy|Alam Bardy|99702.17
last_name_max|Barella|Aissa Barella|99871.21
last_name_max|Bargeron|Aletha Bargeron|99579.47
last_name_max|Bari|Alishya Bari|99695.79
last_name_max|Baribeau|Adorjan Baribeau|99890.50
last_name_max|Baril|Adrienah Baril|99962.49
last_name_max|Barile|Ainslee Barile|99818.15
last_name_max|Barilla|Abreona Barilla|99962.96
last_name_max|Barillaro|Allythyah Barillaro|99971.46
last_name_max|Barineau|Aherne Barineau|99970.28
last_name_max|Barker|Abo Barker|99985.30
last_name_max|Barletta|Adelynne Barletta|99741.70
last_name_max|Barna|Ahlois Barna|99989.52
last_name_max|Barnaba|Albean Barnaba|99962.98
last_name_max|Barnabe|Aila Barnabe|99968.54
last_name_max|Barnes|Albin Barnes|99835.22
last_name_max|Barnet|Allannah Barnet|99864.61
last_name_max|Barnett|Adeena Barnett|99893.65
last_name_max|Barnette|Aleron Barnette|99956.91
last_name_max|Barnier|Alby Barnier|99678.82
last_name_max|Baro|Aldrick Baro|99970.17
last_name_max|Barone|Adryann Barone|99882.32
last_name_max|Baroni|Adryon Baroni|99746.92
last_name_max|Barousse|Allethyah Barousse|99940.86
last_name_max|Barr|Abe Barr|99630.80
last_name_max|Barraco|Achillea Barraco|99869.31
last_name_max|Barrand|Addah Barrand|99929.22
last_name_max|Barras|Aldan Barras|99983.60
last_name_max|Barrazuol|Alakesander Barrazuol|99860.45
last_name_max|Barrazzuol|Allisanah Barrazzuol|99973.20
last_name_max|Barre|Allethya Barre|99801.64
last_name_max|Barreau|Aloha Barreau|99884.57
last_name_max|Barreira|Akil Barreira|99940.89
last_name_max|Barrella|Allathiah Barrella|99793.80
last_name_max|Barrera|Aeneas Barrera|99850.11
last_name_max|Barrere|Adah Barrere|99888.62
last_name_max|Barrese|Akane Barrese|99966.69
last_name_max|Barresi|Ahava Barresi|99816.91
last_name_max|Barret|Algie Barret|99917.51
last_name_max|Barreto|Aloisio Barreto|99986.59
last_name_max|Barretta|Adda Barretta|99798.18
last_name_max|Barrett|Adorjan Barrett|99968.88
last_name_max|Barretto|Alister Barretto|99984.93
last_name_max|Barrier|Abree Barrier|99994.59
last_name_max|Barriere|Adina Barriere|99960.80
last_name_max|Barrile|Aissa Barrile|99988.33
last_name_max|Barrineau|Addar Barrineau|99914.37
last_name_max|Barron|Albertina Barron|99887.66
last_name_max|Barros|Alla Barros|99623.72
last_name_max|Barroso|Alsinia Barroso|99965.07
last_name_max|Barry|Abell Barry|99945.77
last_name_max|Barsalou|Adreann Barsalou|99870.21
last_name_max|Barse|Allidia Barse|99942.81
last_name_max|Barsotti|Agace Barsotti|99963.74
last_name_max|Barteau|Akta Barteau|99942.22
last_name_max|Barthe|Alisynah Barthe|99975.53
last_name_max|Barthelemy|Aldora Barthelemy|99979.95
last_name_max|Bartlett|Alfeo Bartlett|99982.45
last_name_max|Barto|Abbia Barto|99732.69
last_name_max|Bartoletti|Abner Bartoletti|99777.86
last_name_max|Bartoli|Absolom Bartoli|99939.37
last_name_max|Bartolini|Ahmose Bartolini|99989.10
last_name_max|Bartolo|Akeelah Bartolo|99987.80
last_name_max|Bartolomei|Alcott Bartolomei|99846.83
last_name_max|Bartolomeo|Aleida Bartolomeo|99907.38
last_name_max|Bartolomucci|Aleida Bartolomucci|99905.55
last_name_max|Bartolone|Adilenna Bartolone|99925.86
last_name_max|Bartolotta|Abba Bartolotta|99847.39
last_name_max|Bartolotti|Ales Bartolotti|99704.65
last_name_max|Bartolucci|Albrecht Bartolucci|99954.38
last_name_max|Barton|Aarie Barton|99886.06
last_name_max|Basei|Alcot Basei|99886.25
last_name_max|Basile|Agenta Basile|99852.84
last_name_max|Basilio|Aleanah Basilio|99807.77
last_name_max|Basilone|Alexandria Basilone|99954.11
last_name_max|Basoni|Altrina Basoni|99813.00
last_name_max|Basque|Afrate Basque|99980.38
last_name_max|Bass|Abrahm Bass|99985.40
last_name_max|Bassani|Acer Bassani|99994.37
last_name_max|Bassano|Aegle Bassano|99935.35
last_name_max|Basse|Akeila Basse|99991.70
last_name_max|Bassetti|Aleason Bassetti|99922.24
last_name_max|Bassi|Adron Bassi|99925.89
last_name_max|Bassin|Aila Bassin|99989.61
last_name_max|Basso|Akilles Basso|99673.40
last_name_max|Bassos|Aleen Bassos|99865.15
last_name_max|Bassul|Alfrid Bassul|99971.76
last_name_max|Bast|Adreene Bast|99854.87
last_name_max|Bastarache|Achazia Bastarache|99946.31
last_name_max|Bastianelli|Alishya Bastianelli|99951.26
last_name_max|Bastien|Aleanah Bastien|99974.46
last_name_max|Bastin|Agna Bastin|99992.88
last_name_max|Baston|Adamec Baston|99883.65
last_name_max|Bastone|Abrial Bastone|99963.78
last_name_max|Bastos|Absolum Bastos|99979.27
last_name_max|Bataille|Agnessa Bataille|99986.21
last_name_max|Bates|Almeta Bates|99911.61
last_name_max|Batista|Aleksey Batista|99956.29
last_name_max|Batiste|Alexandria Batiste|99908.81
last_name_max|Baton|Alric Baton|99892.96
last_name_max|Battaglia|Aileanah Battaglia|99953.65
last_name_max|Battaglini|Allirea Battaglini|99731.07
last_name_max|Battaglino|Albyrt Battaglino|99965.78
last_name_max|Battagnoli|Adrean Battagnoli|99783.75
last_name_max|Battista|Ajax Battista|99845.86
last_name_max|Battistela|Allisa Battistela|99938.64
last_name_max|Battistella|Alfonse Battistella|99975.22
last_name_max|Battistelli|Abbeygale Battistelli|99977.39
last_name_max|Battisti|Aleshanee Battisti|99999.20
last_name_max|Battistoni|Adon Battistoni|99987.99
last_name_max|Batton|Agnesa Batton|99968.54
last_name_max|Bau|Addar Bau|99987.66
last_name_max|Baudhuin|Aliz Baudhuin|99986.43
last_name_max|Baudin|Adnot Baudin|99842.67
last_name_max|Baudo|Aaran Baudo|99966.95
last_name_max|Baudoin|Aleta Baudoin|99865.03
last_name_max|Bauer|Aliza Bauer|99898.88
last_name_max|Bault|Adrina Bault|99991.08
last_name_max|Baumann|Aimie Baumann|99970.61
last_name_max|Baune|Allston Baune|99903.08
last_name_max|Baute|Alessandra Baute|99765.35
last_name_max|Bautista|Aleena Bautista|99984.60
last_name_max|Bava|Abrahon Bava|99929.76
last_name_max|Bavaro|Abby Bavaro|99764.70
last_name_max|Baxa|Addie Baxa|99935.17
last_name_max|Baxter|Abijah Baxter|99895.94
last_name_max|Bayle|Adsila Bayle|99933.44
last_name_max|Bazil|Aila Bazil|99887.90
last_name_max|Bazile|Akeila Bazile|99974.21
last_name_max|Bazin|Alarik Bazin|99962.72
last_name_max|Bazinet|Adorjan Bazinet|99999.60
last_name_max|Bazoni|Alexandra Bazoni|99715.77
last_name_max|Bazzano|Adonis Bazzano|99961.13
last_name_max|Beal|Adilenna Beal|99986.95
last_name_max|Bean|Allatheah Bean|99889.44
last_name_max|Beard|Ailsha Beard|99946.97
last_name_max|Beasley|Ajax Beasley|99934.59
last_name_max|Beatrice|Alec Beatrice|99838.55
last_name_max|Beau|Aleida Beau|99954.22
last_name_max|Beaubien|Alkibiades Beaubien|99873.94
last_name_max|Beaucage|Adrien Beaucage|99940.30
last_name_max|Beauchemin|Alleta Beauchemin|99926.95
last_name_max|Beauchene|Aicken Beauchene|99974.87
last_name_max|Beauchesne|Addis Beauchesne|99863.05
last_name_max|Beaudet|Aleene Beaudet|99947.85
last_name_max|Beaudin|Adelina Beaudin|99992.98
last_name_max|Beaudoin|Allisena Beaudoin|99928.81
last_name_max|Beaudreau|Adrine Beaudreau|99997.04
last_name_max|Beaudrie|Abbigail Beaudrie|99496.51
last_name_max|Beaudry|Alejanda Beaudry|99807.38
last_name_max|Beaulac|Alkeos Beaulac|99943.96
last_name_max|Beaulieu|Aleka Beaulieu|99961.92
last_name_max|Beaumier|Adalbert Beaumier|99978.83
last_name_max|Beauparlant|Abree Beauparlant|99792.96
last_name_max|Beaupre|Adeleana Beaupre|99986.41
last_name_max|Beauregard|Adelynn Beauregard|99907.56
last_name_max|Beausoleil|Aimyah Beausoleil|99855.38
last_name_max|Beauvais|Ajua Beauvais|99754.12
last_name_max|Bebeau|Abrahm Bebeau|99954.69
last_name_max|Beck|Ailis Beck|99970.80
last_name_max|Becker|Ad Becker|99857.02
last_name_max|Becotte|Akiko Becotte|99844.50
last_name_max|Bedard|Alejandro Bedard|99934.58
last_name_max|Bedel|Adryon Bedel|99948.63
last_name_max|Bedore|Alecia Bedore|99860.88
last_name_max|Beek|Alania Beek|99807.48
last_name_max|Beffa|Allston Beffa|99919.62
last_name_max|Befort|Aiken Befort|99944.48
last_name_max|Beger|Aleemah Beger|99868.12
last_name_max|Begnaud|Adamek Begnaud|99894.91
last_name_max|Begnoche|Alford Begnoche|99962.08
last_name_max|Begue|Agripina Begue|99982.25
last_name_max|Beiriger|Alissa Beiriger|99967.07
last_name_max|Belair|Aden Belair|99769.57
last_name_max|Belaire|Abbiegayle Belaire|99908.42
last_name_max|Belan|Addah Belan|99930.14
last_name_max|Beland|Aditya Beland|99981.59
last_name_max|Belanger|Algernon Belanger|99946.83
last_name_max|Belardo|Adinna Belardo|99822.12
last_name_max|Belcavello|Adalai Belcavello|99982.45
last_name_max|Belcourt|Aleister Belcourt|99954.01
last_name_max|Belfi|Ailfrid Belfi|99736.28
last_name_max|Belfiore|Addia Belfiore|99788.91
last_name_max|Belgard|Abia Belgard|99798.83
last_name_max|Belgarde|Adriene Belgarde|99967.19
last_name_max|Belhumeur|Aisia Belhumeur|99929.98
last_name_max|Belinato|Adaly Belinato|99998.79
last_name_max|Belisle|Adrian Belisle|99982.99
last_name_max|Beliveau|Allathea Beliveau|99866.60
last_name_max|Belizaire|Albert Belizaire|99873.85
last_name_max|Bella|Akim Bella|99912.50
last_name_max|Bellafiore|Abbie Bellafiore|99928.00
last_name_max|Bellaire|Abhor Bellaire|99979.63
last_name_max|Bell|Akta Bell|99985.83
last_name_max|Bellanca|Abbiegayle Bellanca|99996.86
last_name_max|Belland|Altheda Belland|99995.26
last_name_max|Bellante|Aimy Bellante|99994.01
last_name_max|Bellanti|Adriean Bellanti|99738.16
last_name_max|Bellantoni|Absolum Bellantoni|99902.34
last_name_max|Bellard|Aloisio Bellard|99955.77
last_name_max|Bellavance|Alline Bellavance|99826.22
last_name_max|Bellavia|Abbey Bellavia|99777.68
last_name_max|Belle|Alania Belle|99943.01
last_name_max|Belleau|Alarik Belleau|99952.92
last_name_max|Bellefeuille|Akshaya Bellefeuille|99994.74
last_name_max|Bellefleur|Alceena Bellefleur|99905.26
last_name_max|BelleIsle|Adrionne BelleIsle|99991.28
last_name_max|Bellerive|Alette Bellerive|99413.91
last_name_max|Bellerose|Adham Bellerose|99904.55
last_name_max|Bellet|Abramo Bellet|99921.50
last_name_max|Belleville|Ahava Belleville|99846.58
last_name_max|Bellezza|Ahyana Bellezza|99884.10
last_name_max|Bellia|Agathia Bellia|99657.46
last_name_max|Belli|Alletheah Belli|99714.60
last_name_max|Bellina|Adrine Bellina|99994.59
last_name_max|Bellin|Alexine Bellin|99972.34
last_name_max|Bellini|Abiba Bellini|99922.55
last_name_max|Bellino|Absolum Bellino|99915.54
last_name_max|Bellisario|Allisin Bellisario|99962.26
last_name_max|Bellissimo|AlAshab Bellissimo|99953.36
last_name_max|Belliveau|Ajit Belliveau|99972.51
last_name_max|Belloli|Abbiegayle Belloli|99954.02
last_name_max|Bellomo|Akta Bellomo|99997.23
last_name_max|Bellon|Adie Bellon|99988.80
last_name_max|Bellone|Acantha Bellone|99985.73
last_name_max|Belloni|Abhay Belloni|99878.64
last_name_max|Bellotti|Abdiel Bellotti|99976.65
last_name_max|Bellucci|Agape Bellucci|99952.34
last_name_max|Belluomini|Alitheah Belluomini|99980.98
last_name_max|Belmock|Alita Belmock|99964.03
last_name_max|Beloin|Agnetis Beloin|99913.02
last_name_max|Belot|Alaka Belot|99774.92
last_name_max|Belotti|Adoette Belotti|99993.38
last_name_max|Belrose|Adamu Belrose|99992.14
last_name_max|Belsito|Aharon Belsito|99936.96
last_name_max|Beltrame|Aban Beltrame|99947.06
last_name_max|Beltrami|Adolfo Beltrami|99943.53
last_name_max|Beltramo|Agnola Beltramo|99995.57
last_name_max|Beltran|Akshaya Beltran|99983.28
last_name_max|Belval|Akemi Belval|99995.79
last_name_max|Belvedere|Achillea Belvedere|99904.92
last_name_max|Belville|Akeilah Belville|99945.82
last_name_max|Belyeu|Abegayle Belyeu|99944.91
last_name_max|Belz|Abbira Belz|99780.93
last_name_max|Bena|Aldus Bena|99854.79
last_name_max|Benac|Agnesse Benac|99759.25
last_name_max|Ben|Adisson Ben|99994.44
last_name_max|Benanti|Agenta Benanti|99949.23
last_name_max|Benard|Agosto Benard|99976.86
last_name_max|Benassi|Adalard Benassi|99964.13
last_name_max|Bence|Alfeus Bence|99687.62
last_name_max|Bencivenga|Alphonse Bencivenga|99930.78
last_name_max|Bencivengo|Abbiah Bencivengo|99909.71
last_name_max|Bender|Agytha Bender|99973.60
last_name_max|Bene|Allathiah Bene|99678.13
last_name_max|Benedetti|Ailsa Benedetti|99826.76
last_name_max|Benedetto|Aldrich Benedetto|99891.31
last_name_max|Benetti|Addison Benetti|99952.05
last_name_max|Benevento|Alana Benevento|99980.07
last_name_max|Benevenutte|Abram Benevenutte|99962.56
last_name_max|Benevides|Ales Benevides|99931.81
last_name_max|Beni|Aherin Beni|99862.77
last_name_max|Benica|Aimiah Benica|99772.82
last_name_max|Benigni|Adreanah Benigni|99993.27
last_name_max|Benigno|Aldean Benigno|99874.25
last_name_max|Beninati|Adamina Beninati|99853.17
last_name_max|Beninato|Alaric Beninato|99890.20
last_name_max|Benitez|Alisyn Benitez|99967.72
last_name_max|Benjamin|Abrahan Benjamin|99620.11
last_name_max|Bennardo|Alonzo Bennardo|99961.33
last_name_max|Benne|Adryan Benne|99980.04
last_name_max|Bennett|Alaysieh Bennett|99665.53
last_name_max|Benoit|Aieshah Benoit|99836.58
last_name_max|Bense|Adarah Bense|99994.83
last_name_max|Benson|Abby Benson|99966.88
last_name_max|Bentivegna|Aira Bentivegna|99720.23
last_name_max|Bentley|Adelina Bentley|99963.08
last_name_max|Benton|Addai Benton|99667.90
last_name_max|Benveniste|Agrippa Benveniste|99775.10
last_name_max|Benvenuti|Aludra Benvenuti|99866.99
last_name_max|Benvenuto|Adeline Benvenuto|99914.80
last_name_max|Benza|Airamis Benza|99857.25
last_name_max|Beraldo|Agafia Beraldo|99818.89
last_name_max|Berard|Ailena Berard|99660.20
last_name_max|Berardi|Alik Berardi|99731.98
last_name_max|Berardinelli|Alameda Berardinelli|99763.47
last_name_max|Berardino|Absalon Berardino|99991.98
last_name_max|BerardLepine|Alban BerardLepine|99800.57
last_name_max|Berardo|Aemilius Berardo|99939.98
last_name_max|Berarducci|Adalia Berarducci|99933.34
last_name_max|Bercegeay|Adoree Bercegeay|99934.62
last_name_max|Bercier|Adarian Bercier|99419.32
last_name_max|Berenato|Aissa Berenato|99969.66
last_name_max|Berg|Aloys Berg|99870.55
last_name_max|Bergami|Akiyo Bergami|99819.89
last_name_max|Bergamini|Afrodita Bergamini|99898.45
last_name_max|Bergamo|Aleeson Bergamo|99890.11
last_name_max|Berge|Achilles Berge|99871.41
last_name_max|Berger|Allatheah Berger|99928.55
last_name_max|Bergeron|Adamu Bergeron|99930.31
last_name_max|Berges|Allana Berges|99744.14
last_name_max|Bergevin|Alds Bergevin|99938.12
last_name_max|Bergmann|Africa Bergmann|99968.92
last_name_max|Beringer|Aleksey Beringer|99701.96
last_name_max|Berland|Allesandra Berland|99890.44
last_name_max|Bernabei|Abia Bernabei|99700.18
last_name_max|Bernacchi|Akaisha Bernacchi|99920.35
last_name_max|Bernadini|Adin Bernadini|99865.19
last_name_max|Bernadot|Alaysia Bernadot|99985.85
last_name_max|Bernard|Aileen Bernard|99629.26
last_name_max|Bernardes|Akasha Bernardes|99969.42
last_name_max|Bernardi|Alona Bernardi|99799.31
last_name_max|Bernardin|Ailey Bernardin|99955.08
last_name_max|Bernardini|Allaire Bernardini|99824.23
last_name_max|Bernardo|Adian Bernardo|99968.36
last_name_max|Bernardy|Adger Bernardy|99992.14
last_name_max|Bernas|Allythea Bernas|99945.45
last_name_max|Bernasconi|Aliz Bernasconi|99606.45
last_name_max|Berne|Adsila Berne|99902.51
last_name_max|Bernero|Abtin Bernero|99979.79
last_name_max|Bernet|Aislin Bernet|99852.64
last_name_max|Berney|Alaka Berney|99966.64
last_name_max|Berni|Abalard Berni|99848.27
last_name_max|Bernier|Abrahame Bernier|99910.27
last_name_max|Bernot|Altheda Bernot|99923.30
last_name_max|Beron|Akeila Beron|99928.40
last_name_max|Berretta|Adriennah Berretta|99962.40
last_name_max|Berrett|Abreona Berrett|99895.64
last_name_max|Berrien|Abeni Berrien|99968.51
last_name_max|Berrier|Alaric Berrier|99975.28
last_name_max|Berry|Agathi Berry|99920.49
last_name_max|Bersani|Ahren Bersani|99995.75
last_name_max|Berta|Ailsa Berta|99939.65
last_name_max|Bertagnolli|Abryanna Bertagnolli|99826.57
last_name_max|Bertani|Aldrige Bertani|99904.09
last_name_max|Berte|Althea Berte|99782.05
last_name_max|Berteau|Allaistar Berteau|99675.44
last_name_max|Bertel|Allegra Bertel|99861.58
last_name_max|Bertelli|Adeodatus Bertelli|99881.03
last_name_max|Berthelot|Almeta Berthelot|99963.63
last_name_max|Berthelsen|Alix Berthelsen|99862.71
last_name_max|Berthiaume|Alisyne Berthiaume|99809.11
last_name_max|Berti|Ade Berti|99807.11
last_name_max|Bertin|Adrine Bertin|99952.26
last_name_max|Bertini|Aleeya Bertini|99917.62
last_name_max|Bertino|Alben Bertino|99935.59
last_name_max|Berto|Alsone Berto|99998.82
last_name_max|Bertocchi|Aloisio Bertocchi|99946.15
last_name_max|Bertola|Ailsha Bertola|99989.46
last_name_max|Bertolami|Aline Bertolami|99565.00
last_name_max|Bertoldi|Aimon Bertoldi|99884.51
last_name_max|Bertolet|Agnola Bertolet|99876.82
last_name_max|Bertoli|Ajua Bertoli|99914.29
last_name_max|Bertolini|Adamik Bertolini|99856.96
last_name_max|Bertolino|Addia Bertolino|99969.72
last_name_max|Bertolosso|Allyn Bertolosso|99995.82
last_name_max|Bertolotti|Aellyn Bertolotti|99885.35
last_name_max|Bertolucci|Agosto Bertolucci|99840.74
last_name_max|Berton|Ajee Berton|99993.72
last_name_max|Bertone|Addam Bertone|99838.28
last_name_max|Bertoni|Alise Bertoni|99940.90
last_name_max|Bertonsin|Adaleah Bertonsin|99965.84
last_name_max|Bertorelli|Allston Bertorelli|99986.83
last_name_max|Bertozzi|Alastor Bertozzi|99862.54
last_name_max|Bertran|Allaric Bertran|99949.12
last_name_max|Bertucci|Abbegail Bertucci|99889.34
last_name_max|Bertuzzi|Alben Bertuzzi|99931.52
last_name_max|Berube|Adysen Berube|99993.83
last_name_max|Berude|Akshaya Berude|99914.05
last_name_max|Besancon|Alfredia Besancon|99978.31
last_name_max|Bessett|Abnor Bessett|99992.97
last_name_max|Bessette|Aila Bessette|99986.19
last_name_max|Bessey|Ailena Bessey|99996.03
last_name_max|Best|Allene Best|99974.51
last_name_max|Bet|Addia Bet|99958.92
last_name_max|Bethune|Adnet Bethune|99804.39
last_name_max|Betine|Agosto Betine|99891.22
last_name_max|Betini|Alcander Betini|99971.08
last_name_max|Betit|Abriana Betit|99747.33
last_name_max|Bettencourt|Alida Bettencourt|99988.65
last_name_max|Betti|Absalon Betti|99979.79
last_name_max|Bettin|Alsone Bettin|99962.89
last_name_max|Bettinger|Aileanah Bettinger|99991.64
last_name_max|Bettini|Alisinah Bettini|99611.02
last_name_max|Bevacqua|Adriennah Bevacqua|99991.64
last_name_max|Bevard|Adriana Bevard|99860.37
last_name_max|Bevier|Alida Bevier|99947.03
last_name_max|Bevilacqua|Allathea Bevilacqua|99984.39
last_name_max|Beville|Aleksi Beville|99946.22
last_name_max|Bey|Alfeo Bey|99946.83
last_name_max|Bezerra|Alima Bezerra|99959.04
last_name_max|Bezio|Adelard Bezio|99906.49
last_name_max|Biafore|Adelmo Biafore|99984.42
last_name_max|Biaggi|Agustina Biaggi|99998.77
last_name_max|Biagi|Adrianne Biagi|99986.10
last_name_max|Biagini|Aigneis Biagini|99877.11
last_name_max|Biagioni|Alejandro Biagioni|99982.36
last_name_max|Biagiotti|Allisa Biagiotti|99990.84
last_name_max|Biamonte|Alodia Biamonte|99892.16
last_name_max|Biancalana|Alizee Biancalana|99925.35
last_name_max|Biancardi|Alejandro Biancardi|99969.14
last_name_max|Bianche|Adrienah Bianche|99924.60
last_name_max|Bianchi|Adalee Bianchi|99986.50
last_name_max|Bianchini|Alohi Bianchini|99984.92
last_name_max|Bianco|Abban Bianco|99802.19
last_name_max|Bianconi|Abo Bianconi|99942.85
last_name_max|Bias|Adelmio Bias|99869.38
last_name_max|Biasi|Abbia Biasi|99775.76
last_name_max|Biazate|Abeytu Biazate|99703.63
